application_number	drug_name_brand	drug_name_generic	url	indication	raw_biomarkers	involves_categorical_variants	categorical_variants
210496	Braftovi	encorafenib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/210496s017lbl.pdf	"BRAFTOVI is a kinase inhibitor indicated in combination with cetuximab, for the treatment of adult patients with metastatic colorectal cancer (CRC) with a BRAF V600E mutation, as detected by an FDA-approved test, after prior therapy. BRAFTOVI is not indicated for treatment of patients with wild-type BRAF melanoma, wild-type BRAF CRC, or wild-type BRAF NSCLC."	BRAF V600E	FALSE	
210496	Braftovi	encorafenib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/210496s017lbl.pdf	"BRAFTOVI is a kinase inhibitor indicated in combination with binimetinib, for the treatment of adult patients with metastatic non-small cell lung cancer (NSCLC) with a BRAF V600E mutation, as detected by an FDA-approved test. BRAFTOVI is not indicated for treatment of patients with wild-type BRAF melanoma, wild-type BRAF CRC, or wild-type BRAF NSCLC."	BRAF V600E	FALSE	
212725	Rozlytrek	entrectinib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/212725s011lbl.pdf	ROZLYTREK is a kinase inhibitor indicated for the treatment of adult patients with ROS1-positive metastatic non-small cell lung cancer (NSCLC) as detected by an FDA-approved test.	ROS1-positive	TRUE	v::ROS1
212725	Rozlytrek	entrectinib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/212725s011lbl.pdf	"ROZLYTREK is a kinase inhibitor indicated for the treatment of adult and pediatric patients older than 1 month of age with solid tumors that: (i) have a neurotrophic tyrosine receptor kinase (NTRK) gene fusion, as detected by an FDA-approved test without a known acquired resistance mutation, (ii) are metastatic or where surgical resection is likely to result in severe morbidity, and (iii) have progressed following treatment or have no satisfactory alternative therapy. This indication is approved under accelerated approval based on tumor response rate and durability of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in the confirmatory trials."	NTRK gene fusion	TRUE	v::NTRK1; v::NTRK2; v::NTRK3
212018	Balversa	erdafitinib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/212018s007s008s009lbl.pdf	BALVERSA is a kinase inhibitor indicated for the treatment of adult patients with locally advanced or metastatic urothelial carcinoma (mUC) with susceptible FGFR3 genetic alterations whose disease has progressed on or after at least one line of prior systemic therapy. Select patients for therapy based on an FDA-approved companion diagnostic for BALVERSA. BALVERSA is not recommended for the treatment of patients who are eligible for and have not received prior PD-1 or PD-L1 inhibitor therapy.	susceptible FGFR3 genetic alterations	TRUE	susceptible FGFR3 variants
21743	Tarceva	erlotinib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2016/021743s025lbl.pdf	"TARCEVA is a kinase inhibitor indicated for the treatment of patients with metastatic non-small cell lung cancer (NSCLC) whose tumors have epidermal growth factor receptor (EGFR) exon 19 deletions or exon 21 (L858R) substitution mutations as detected by an FDA-approved test receiving first-line, maintenance, or second or greater line treatment after progression following at least one prior chemotherapy regimen. Safety and efficacy of TARCEVA have not been established in patients with NSCLC whose tumors have other EGFR mutations. TARCEVA is not recommended for use in combination with platinum-based chemotherapy."	EGFR exon 19 deletions or exon 21 L858R	TRUE	EGFR exon 19 deletion variants
22334	Afinitor	everolimus	"https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/203985s023,022334s051lbl.pdf"	"AFINITOR is a kinase inhibitor indicated for the treatment of postmenopausal women with advanced hormone receptor-positive, HER2 negative breast cancer in combination with exemestane after failure of treatment with letrozole or anastrozole."	"HR+, HER2-negative"	FALSE	
21344	Faslodex	fulvestrant	https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/021344s044lbl.pdf	"FASLODEX is an estrogen receptor antagonist indicated for the treatment of hormone receptor (HR)-positive, human epidermal growth factor receptor 2 (HER2)-negative advanced breast cancer in postmenopausal women not previously treated with endocrine therapy."	"HR+, HER2-negative"	FALSE	
21344	Faslodex	fulvestrant	https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/021344s044lbl.pdf	FASLODEX is an estrogen receptor antagonist indicated for the treatment of HR-positive advanced breast cancer in postmenopausal women with disease progression following endocrine therapy.	HR+	FALSE	
21344	Faslodex	fulvestrant	https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/021344s044lbl.pdf	"FASLODEX is an estrogen receptor antagonist indicated for the treatment of HR-positive, HER2-negative advanced or metastatic breast cancer in postmenopausal women in combination with ribociclib, as initial endocrine based therapy or following disease progression on endocrine therapy."	"HR+, HER2-negative"	FALSE	
21344	Faslodex	fulvestrant	https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/021344s044lbl.pdf	"FASLODEX is an estrogen receptor antagonist indicated for the treatment of HR-positive, HER2-negative advanced or metastatic breast cancer in combination with palbociclib or abemaciclib in women with disease progression after endocrine therapy."	"HR+, HER2-negative"	FALSE	
214801	Lytgobi	futibatinib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/214801s002lbl.pdf	"LYTGOBI is a kinase inhibitor indicated for the treatment of adult patients with previously treated, unresectable, locally advanced or metastatic intrahepatic cholangiocarcinoma harboring fibroblast growth factor receptor 2 (FGFR2) gene fusions or other rearrangements. This indication is approved under accelerated approval based on overall response rate and duration of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial(s)."	FGFR2 gene fusions or other rearrangements	TRUE	FGFR2::v; FGFR2 rearrangements
206995	Iressa	gefitinib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/206995s004lbl.pdf	IRESSA is a tyrosine kinase inhibitor indicated for the first-line treatment of patients with metastatic non-small cell lung cancer (NSCLC) whose tumors have epidermal growth factor receptor (EGFR) exon 19 deletions or exon 21 (L858R) substitution mutations as detected by an FDA-approved test. Limitation of Use: Safety and efficacy of IRESSA have not been established in patients whose tumors have EGFR mutations other than exon 19 deletions or exon 21 (L858R) substitution mutations.	EGFR exon 19 deletions or exon 21 (L858R) substitution mutations	TRUE	EGFR exon 19 deletion variants
761060	Mylotarg	gemtuzumab ozogamicin	https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/761060s004lbl.pdf	MYLOTARG is a CD33-directed antibody and cytotoxic drug conjugate indicated for treatment of newly-diagnosed CD33-positive acute myeloid leukemia (AML) in adults and pediatric patients 1 month and older.	CD33-positive	FALSE	
761060	Mylotarg	gemtuzumab ozogamicin	https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/761060s004lbl.pdf	MYLOTARG is a CD33-directed antibody and cytotoxic drug conjugate indicated for treatment of relapsed or refractory CD33-positive AML in adults and pediatric patients 2 years and older.	CD33-positive	FALSE	
211349	Xospata	gilteritinib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/211349s003lbl.pdf	XOSPATA is a kinase inhibitor indicated for the treatment of adult patients who have relapsed or refractory acute myeloid leukemia (AML) with a FLT3 mutation as detected by an FDA-approved test.	FLT3 mutation	TRUE	FLT3 variants
21588	Gleevec	imatinib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/021588s062lbl.pdf	Gleevec is a kinase inhibitor indicated for the treatment of newly diagnosed adult and pediatric patients with Philadelphia chromosome positive chronic myeloid leukemia (Ph+ CML) in chronic phase.	philadelphia chromosome-positive	FALSE	
21588	Gleevec	imatinib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/021588s062lbl.pdf	"Gleevec is a kinase inhibitor indicated for the treatment of patients with Philadelphia chromosome positive chronic myeloid leukemia (Ph+ CML) in blast crisis (BC), accelerated phase (AP), or in chronic phase (CP) after failure of interferon-alpha therapy."	philadelphia chromosome-positive	FALSE	
21588	Gleevec	imatinib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/021588s062lbl.pdf	Gleevec is a kinase inhibitor indicated for the treatment of adult patients with relapsed or refractory Philadelphia chromosome positive acute lymphoblastic leukemia (Ph+ ALL).	philadelphia chromosome-positive	FALSE	
21588	Gleevec	imatinib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/021588s062lbl.pdf	Gleevec is a kinase inhibitor indicated for the treatment of pediatric patients with newly diagnosed Philadelphia chromosome positive acute lymphoblastic leukemia (Ph+ ALL) in combination with chemotherapy.	philadelphia chromosome-positive	FALSE	
21588	Gleevec	imatinib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/021588s062lbl.pdf	Gleevec is a kinase inhibitor indicated for the treatment of adult patients with myelodysplastic/myeloproliferative diseases (MDS/MPD) associated with platelet-derived growth factor receptor (PDGFR) gene re-arrangements.	platelet-derived growth factor receptor (PDGFR) gene re-arrangements	TRUE	PDGFRA rearrangement; PDGFRB rearrangement
21588	Gleevec	imatinib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/021588s062lbl.pdf	Gleevec is a kinase inhibitor indicated for the treatment of adult patients with aggressive systemic mastocytosis (ASM) without the D816V c-Kit mutation or with c-Kit mutational status unknown.	without the D816V c-Kit mutation or with the c-Kit mutational status unknown	FALSE	
21588	Gleevec	imatinib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/021588s062lbl.pdf	Gleevec is a kinase inhibitor indicated for the treatment of adult patients with hypereosinophilic syndrome (HES) and/or chronic eosinophilic leukemia (CEL) who have the FIP1L1-PDGFRa fusion kinase (mutational analysis or fluorescence in situ hybridization [FISH] demonstration of CHIC2 allele deletion) and for patients with HES and/or CEL who are FIP1L1-PDGFRa fusion kinase negative or unknown.	FIP1L1-PDGFRa fusion kinase and for patients ... who are FIP1L1-PDGFRa fusion kinase negative or unknown	FALSE	
21588	Gleevec	imatinib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/021588s062lbl.pdf	Gleevec is a kinase inhibitor indicated for the treatment of patients with Kit (CD117) positive unresectable and/or metastatic malignant gastrointestinal stromal tumors (GIST).	Kit (CD117) positive	FALSE	
21588	Gleevec	imatinib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/021588s062lbl.pdf	Gleevec is a kinase inhibitor indicated for the adjuvant treatment of adult patients following resection of Kit (CD117) positive GIST.	Kit (CD117) positive	FALSE	
214622	Truseltiq	infigratinib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/214622s000lbl.pdf	"TRUSELTIQ is a kinase inhibitor indicated for the treatment of adults with previously treated, unresectable locally advanced or metastatic cholangiocarcinoma with a fibroblast growth factor receptor 2 (FGFR2) fusion or other rearrangement as detected by an FDA-approved test. This indication is approved under accelerated approval based on overall response rate and duration of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trial(s)."	FGFR2 fusion or other rearrangement	TRUE	FGFR2::v; FGFR2 rearrangements
761040	Besponsa	inotuzumab ozogamicin	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761040s003lbl.pdf	BESPONSA is a CD22-directed antibody and cytotoxic drug conjugate indicated for the treatment of relapsed or refractory CD22-positive B-cell precursor acute lymphoblastic leukemia (ALL) in adult and pediatric patients 1 year and older.	CD22-positive	FALSE	
125377	Yervoy	ipilimumab	https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/125377s133lbl.pdf	YERVOY is a human cytotoxic T-lymphocyte antigen 4 (CTLA-4)-blocking antibody indicated for treatment of adult and pediatric patients 12 years and older with unresectable or metastatic microsatellite instability-high (MSI-H) or mismatch repair deficient (dMMR) colorectal cancer in combination with nivolumab.	microsatellite instability-high (MSI-H) or mismatch repair deficient (dMMR)	FALSE	
125377	Yervoy	ipilimumab	https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/125377s133lbl.pdf	"YERVOY is a human cytotoxic T-lymphocyte antigen 4 (CTLA-4)-blocking antibody indicated for treatment of adult patients with metastatic non-small cell lung cancer expressing PD-L1 (>=1%) as determined by an FDA-approved test, with no EGFR or ALK genomic tumor aberrations, as first-line treatment in combination with nivolumab."	PD-L1 >= 1% and no EGFR or ALK genomic tumor aberrations	FALSE	
125377	Yervoy	ipilimumab	https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/125377s133lbl.pdf	"YERVOY is a human cytotoxic T-lymphocyte antigen 4 (CTLA-4)-blocking antibody indicated for treatment of adult patients with metastatic or recurrent non-small cell lung cancer with no EGFR or ALK genomic tumor aberrations as first-line treatment, in combination with nivolumab and 2 cycles of platinum-doublet chemotherapy."	no EGFR or ALK genomic tumor aberrations	FALSE	
211192	Tibsovo	ivosidenib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211192s011lbl.pdf	"TIBSOVO is an isocitrate dehydrogenase-1 (IDH1) inhibitor indicated for patients with a susceptible IDH1 mutation as detected by an FDA-approved test with in combination with azacitidine or as monotherapy for the treatment of newly diagnosed AML in adults 75 years or older, or who have comorbidities that preclude use of intensive induction chemotherapy."	susceptible IDH1 mutation	TRUE	susceptible IDH1 variants
211192	Tibsovo	ivosidenib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211192s011lbl.pdf	TIBSOVO is an isocitrate dehydrogenase-1 (IDH1) inhibitor indicated for patients with a susceptible IDH1 mutation as detected by an FDA-approved test with for the treatment of adult patients with relapsed or refractory AML.	susceptible IDH1 mutation	TRUE	susceptible IDH1 variants
211192	Tibsovo	ivosidenib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211192s011lbl.pdf	TIBSOVO is an isocitrate dehydrogenase-1 (IDH1) inhibitor indicated for patients with a susceptible IDH1 mutation as detected by an FDA-approved test with for the treatment of adult patients with relapsed or refractory myelodysplastic syndromes.	susceptible IDH1 mutation	TRUE	susceptible IDH1 variants
211192	Tibsovo	ivosidenib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211192s011lbl.pdf	TIBSOVO is an isocitrate dehydrogenase-1 (IDH1) inhibitor indicated for patients with a susceptible IDH1 mutation as detected by an FDA-approved test with for the treatment of adult patients with locally advanced or metastatic cholangiocarcinoma who have been previously treated.	susceptible IDH1 mutation	TRUE	susceptible IDH1 variants
22059	Tykerb	lapatinib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/022059s031lbl.pdf	"TYKERB is a kinase inhibitor indicated in combination with capecitabine for the treatment of patients with advanced or metastatic breast cancer whose tumors overexpress human epidermal growth factor receptor 2 (HER2) and who have received prior therapy, including an anthracycline, a taxane, and trastuzumab. Limitations of Use: Patients should have disease progression on trastuzumab prior to initiation of treatment with TYKERB in combination with capecitabine. TYKERB in combination with an aromatase inhibitor has not been compared to a trastuzumab-containing chemotherapy regimen for the treatment of metastatic breast cancer."	HER2 overexpression	FALSE	
22059	Tykerb	lapatinib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/022059s031lbl.pdf	TYKERB is a kinase inhibitor indicated in combination with letrozole for the treatment of postmenopausal women with hormone receptor-positive metastatic breast cancer that overexpresses the HER2 receptor for whom hormonal therapy is indicated. TYKERB in combination with an aromatase inhibitor has not been compared to a trastuzumab-containing chemotherapy regimen for the treatment of metastatic breast cancer.	"HR+, HER2 overexpression"	FALSE	
210861	Vitrakvi	larotrectinib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/210861s012lbl.pdf	"VITRAKVI is a kinase inhibitor indicated for the treatment of adult and pediatric patients with solid tumors that: have a neurotrophic receptor tyrosine kinase (NTRK) gene fusion without a known acquired resistance mutation, are metastatic or where surgical resection is likely to result in severe morbidity, and have no satisfactory alternative treatments or that have progressed following treatment. Select patients for therapy based on an FDA-approved test."	NTRK gene fusion	TRUE	susceptible IDH1 variants
21880	Revlimid	lenalidomide	https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021880s067lbl.pdf	REVLIMID is a thalidomide analogue indicated for the treatment of adult patients with transfusion-dependent anemia due to low- or intermediate-1-risk myelodysplastic syndromes (MDS) associated with a deletion 5q abnormality with or without additional cytogenetic abnormalities.	5q deletion	FALSE	
210868	Lorbrena	lorlatinib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/210868s004lbl.pdf	LORBRENA is a kinase inhibitor indicated for the treatment of adult patients with metastatic non-small cell lung cancer (NSCLC) whose tumors are anaplastic lymphoma kinase (ALK)-positive as detected by an FDA-approved test.	ALK-positive	TRUE	v::NTRK1; v::NTRK2; v::NTRK3
761150	Margenza	margetuximab-cmkb	https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761150s005lbl.pdf	"MARGENZA is a HER2/neu receptor antagonist indicated, in combination with chemotherapy, for the treatment of adult patients with metastatic HER2- positive breast cancer who have received two or more prior anti-HER2 regimens, at least one of which was for metastatic disease."	HER2-positive	FALSE	
207997	Rydapt	midostaurin	https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/207997s010lbl.pdf	"RYDAPT is a kinase inhibitor indicated for the treatment of adult patients with newly diagnosed acute myeloid leukemia (AML) that is FLT3 mutation- positive as detected by an FDA-approved test, in combination with standard cytarabine and daunorubicin induction and cytarabine consolidation. RYDAPT is not indicated as a single-agent induction therapy for the treatment of patients with AML."	FLT3 mutation-positive	TRUE	FLT3 variants
215310	Exkivity	mobocertinib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/215310s003lbl.pdf	"EXKIVITY is a kinase inhibitor indicated for the treatment of adult patients with locally advanced or metastatic non-small cell lung cancer (NSCLC) with epidermal growth factor receptor (EGFR) exon 20 insertion mutations, as detected by an FDA-approved test, whose disease has progressed on or after platinum-based chemotherapy. This indication is approved under accelerated approval based on overall response rate and duration of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trial(s)."	EGFR exon 20 insertion mutations	TRUE	EGFR exon 20 insertion variants
208051	Nerlynx	neratinib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/208051s009lbl.pdf	"NERLYNX is a kinase inhibitor indicated as a single agent, for the extended adjuvant treatment of adult patients with early-stage HER2-positive breast cancer, to follow adjuvant trastuzumab based therapy."	HER2-positive	FALSE	
208051	Nerlynx	neratinib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/208051s009lbl.pdf	"NERLYNX is a kinase inhibitor indicated in combination with capecitabine, for the treatment of adult patients with advanced or metastatic HER2-positive breast cancer who have received two or more prior anti-HER2 based regimens in the metastatic setting."	HER2-positive	FALSE	
22068	Tasigna	nilotinib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/022068s041lbl.pdf	Tasigna is a kinase inhibitor indicated for the treatment of adult and pediatric patients greater than or equal to 1 year of age with newly diagnosed Philadelphia chromosome positive chronic myeloid leukemia (Ph+ CML) in chronic phase.	philadelphia chromosome-positive	FALSE	
22068	Tasigna	nilotinib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/022068s041lbl.pdf	Tasigna is a kinase inhibitor indicated for the treatment of adult patients with chronic phase (CP) and accelerated phase (AP) Ph+ CML resistant to or intolerant to prior therapy that included imatinib.	philadelphia chromosome-positive	FALSE	
22068	Tasigna	nilotinib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/022068s041lbl.pdf	Tasigna is a kinase inhibitor indicated for the treatment of pediatric patients greater than or equal to 1 year of age with Ph+ CML-CP and CML-AP resistant or intolerant to prior tyrosine-kinase inhibitor (TKI) therapy.	philadelphia chromosome-positive	FALSE	
214876	Zejula	niraparib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/214876s000lbl.pdf	"ZEJULA is a poly (ADP-ribose) polymerase (PARP) inhibitor indicated for the maintenance treatment of adult patients with deleterious or suspected deleterious germline BRCA-mutated recurrent epithelial ovarian, fallopian tube, or primary peritoneal cancer who are in complete or partial response to platinum-based chemotherapy. Select patients for therapy based on an FDA-approved companion diagnostic for ZEJULA."	deleterious or suspected deleterious germline BRCA-mutated	TRUE	(suspected) deleterious gBRCA1 variants; (suspected) deleterious gBRCA2 variants
125554	Opdivo	nivolumab	https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/125554s129lbl.pdf	"OPDIVO is a programmed death receptor-1 (PD-1) blocking antibody indicated for the treatment of adult patients with resectable (tumors >=4 cm or node positive) non-small cell lung cancer and no known EGFR mutations or ALK rearrangements, for neoadjuvant treatment, in combination with platinum-doublet chemotherapy, followed by single-agent OPDIVO as adjuvant treatment after surgery."	no known EGFR mutations or ALK rearrangement	FALSE	
208558	Lynparza	olaparib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/208558s028lbl.pdf	"Lynparza is a poly (ADP-ribose) polymerase (PARP) inhibitor indicated for the maintenance treatment of adult patients with deleterious or suspected deleterious germline or somatic BRCA-mutated advanced epithelial ovarian, fallopian tube or primary peritoneal cancer who are in complete or partial response to first-line platinum-based chemotherapy. Select patients for therapy based on an FDA-approved companion diagnostic for Lynparza."	deleterious or suspected deleterious germline or somatic BRCA-mutated	TRUE	(suspected) deleterious gBRCA1 variants; (suspected) deleterious gBRCA2 variants
208558	Lynparza	olaparib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/208558s028lbl.pdf	"Lynparza is a poly (ADP-ribose) polymerase (PARP) inhibitor indicated in combination with bevacizumab for the maintenance treatment of adult patients with advanced epithelial ovarian, fallopian tube or primary peritoneal cancer who are in complete or partial response to first-line platinum-based chemotherapy and whose cancer is associated with homologous recombination deficiency (HRD)-positive status defined by either a deleterious or suspected deleterious BRCA mutation, and/or genomic instability. Select patients for therapy based on an FDA-approved companion diagnostic for Lynparza."	HRD-positive defined by either a deleterious or suspected deleterious BRCA mutation and/or genomic instability	TRUE	(suspected) deleterious gBRCA1 variants; (suspected) deleterious gBRCA2 variants
208558	Lynparza	olaparib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/208558s028lbl.pdf	"Lynparza is a poly (ADP-ribose) polymerase (PARP) inhibitor indicated for the maintenance treatment of adult patients with deleterious or suspected deleterious germline or somatic BRCA-mutated recurrent epithelial ovarian, fallopian tube or primary peritoneal cancer, who are in complete or partial response to platinum-based chemotherapy. Select patients for therapy based on an FDA-approved companion diagnostic for Lynparza."	deleterious or suspected deleterious germline or somatic BRCA-mutated	TRUE	(suspected) deleterious gBRCA1 variants; (suspected) deleterious gBRCA2 variants
208558	Lynparza	olaparib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/208558s028lbl.pdf	Lynparza is a poly (ADP-ribose) polymerase (PARP) inhibitor indicated for the adjuvant treatment of adult patients with deleterious or suspected deleterious gBRCAm human epidermal growth factor receptor 2 (HER2)-negative high risk early breast cancer who have been treated with neoadjuvant or adjuvant chemotherapy. Select patients for therapy based on an FDA-approved companion diagnostic for Lynparza.	"deleterious or suspected deleterious gBRCAm, HER2-negative"	TRUE	(suspected) deleterious gBRCA1 variants; (suspected) deleterious gBRCA2 variants
208558	Lynparza	olaparib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/208558s028lbl.pdf	"Lynparza is a poly (ADP-ribose) polymerase (PARP) inhibitor indicated for the treatment of adult patients with deleterious or suspected deleterious gBRCAm, HER2-negative metastatic breast cancer who have been treated with chemotherapy in the neoadjuvant, adjuvant or metastatic setting. Patients with hormone receptor (HR)-positive breast cancer should have been treated with a prior endocrine therapy or be considered inappropriate for endocrine therapy. Select patients for therapy based on an FDA-approved companion diagnostic for Lynparza."	"deleterious or suspected deleterious gBRCAm, HER2-negative"	TRUE	(suspected) deleterious gBRCA1 variants; (suspected) deleterious gBRCA2 variants
208558	Lynparza	olaparib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/208558s028lbl.pdf	Lynparza is a poly (ADP-ribose) polymerase (PARP) inhibitor indicated for the maintenance treatment of adult patients with deleterious or suspected deleterious gBRCAm metastatic pancreatic adenocarcinoma whose disease has not progressed on at least 16 weeks of a first-line platinum-based chemotherapy regimen. Select patients for therapy based on an FDA-approved companion diagnostic for Lynparza.	deleterious or suspected deleterious gBRCAm	TRUE	(suspected) deleterious gBRCA1 variants; (suspected) deleterious gBRCA2 variants
208558	Lynparza	olaparib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/208558s028lbl.pdf	Lynparza is a poly (ADP-ribose) polymerase (PARP) inhibitor indicated for the treatment of adult patients with deleterious or suspected deleterious germline or somatic homologous recombination repair (HRR) gene-mutated metastatic castration-resistant prostate cancer (mCRPC) who have progressed following prior treatment with enzalutamide or abiraterone. Select patients for therapy based on an FDA-approved companion diagnostic for Lynparza.	deleterious or suspected deleterious germline or somatic homologous recombination repair (HRR) gene-mutated	TRUE	HRR gene variants
208558	Lynparza	olaparib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/208558s028lbl.pdf	Lynparza is a poly (ADP-ribose) polymerase (PARP) inhibitor indicated in combination with abiraterone and prednisone or prednisolone for the treatment of adult patients with deleterious or suspected deleterious BRCA-mutated (BRCAm) metastatic castration-resistant prostate cancer (mCRPC). Select patients for therapy based on an FDA-approved companion diagnostic for Lynparza.	deleterious or suspected deleterious BRCA-mutated	TRUE	(suspected) deleterious gBRCA1 variants; (suspected) deleterious gBRCA2 variants
215814	Rezlidhia	olutasidenib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/215814s000lbl.pdf	REZLIDHIA is an isocitrate dehydrogenase-1 (IDH1) inhibitor indicated for the treatment of adult patients with relapsed or refractory acute myeloid leukemia (AML) with a susceptible IDH1 mutation as detected by an FDA-approved test.	susceptible IDH1 mutation	TRUE	susceptible IDH1 variants
208065	Tagrisso	osimertinib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/208065s033lbl.pdf	"TAGRISSO is a kinase inhibitor indicated for adjuvant therapy after tumor resection in adult patients with non-small cell lung cancer (NSCLC) whose tumors have epidermal growth factor receptor (EGFR) exon 19 deletions or exon 21 L858R mutations, as detected by an FDA-approved test."	EGFR exon 19 deletions or exon 21 L858R mutations	TRUE	EGFR exon 19 deletion variants
208065	Tagrisso	osimertinib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/208065s033lbl.pdf	"TAGRISSO is a kinase inhibitor indicated for the first-line treatment of adult patients with metastatic NSCLC whose tumors have EGFR exon 19 deletions or exon 21 L858R mutations, as detected by an FDA-approved test."	EGFR exon 19 deletions or exon 21 L858R mutations	TRUE	EGFR exon 19 deletion variants
208065	Tagrisso	osimertinib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/208065s033lbl.pdf	"TAGRISSO is a kinase inhibitor indicated in combination with pemetrexed and platinum-based chemotherapy, the first-line treatment of adult patients with locally advanced or metastatic NSCLC whose tumors have epidermal growth factor receptor (EGFR) exon 19 deletions or exon 21 L858R mutations, as detected by an FDA-approved test."	EGFR exon 19 deletions or exon 21 L858R mutations	TRUE	EGFR exon 19 deletion variants
208065	Tagrisso	osimertinib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/208065s033lbl.pdf	"TAGRISSO is a kinase inhibitor indicated for the treatment of adult patients with metastatic EGFR T790M mutation-positive NSCLC, as detected by an FDA-approved test, whose disease has progressed on or after EGFR TKI therapy."	EGFR T790M	FALSE	
207103	Ibrance	palbociclib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/207103s017s018lbl.pdf	"IBRANCE is a kinase inhibitor indicated for the treatment of adult patients with hormone receptor (HR)-positive, human epidermal growth factor receptor 2 (HER2)-negative advanced or metastatic breast cancer in combination with an aromatase inhibitor as initial endocrine-based therapy."	"HR+, HER2-negative"	FALSE	
207103	Ibrance	palbociclib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/207103s017s018lbl.pdf	"IBRANCE is a kinase inhibitor indicated for the treatment of adult patients with hormone receptor (HR)-positive, human epidermal growth factor receptor 2 (HER2)-negative advanced or metastatic breast cancer in combination with fulvestrant in patients with disease progression following endocrine therapy."	"HR+, HER2-negative"	FALSE	
